order_item_id,order_id,product_id,quantity,unit_price,unit_price_eur
ITEM-83D62B8EB5,ORD-15F5527502,PROD-0218,1,420.51,492.0
ITEM-A2EA57105E,ORD-15F5527502,PROD-0103,1,376.95,441.03
ITEM-E061E74417,ORD-72D82780F6,PROD-0141,1,312.5,365.63
ITEM-3E38E23DF1,ORD-35AF31EC3D,PROD-0155,2,217.79,217.79
ITEM-BE384C1752,ORD-7334E4937A,PROD-0026,1,422.21,422.21
ITEM-E29669F8EE,ORD-7334E4937A,PROD-0213,1,290.02,290.02
ITEM-17DCE009C0,ORD-7334E4937A,PROD-0176,1,373.11,373.11
ITEM-5207B8538C,ORD-A027A27E4E,PROD-0001,1,60.11,60.11
ITEM-F72AB418D2,ORD-A027A27E4E,PROD-0137,1,341.36,341.36
ITEM-4E821B4D42,ORD-7EBCB84432,PROD-0036,1,431.25,431.25
ITEM-4E821B4D42,ORD-7EBCB84432,PROD-0036,1,431.25,431.25
ITEM-168854EB78,ORD-F2120933F5,PROD-0207,1,123.08,123.08
ITEM-EEC2E2CAB9,ORD-F2120933F5,PROD-0107,2,279.53,279.53
ITEM-E09870D965,ORD-450AF6FA0A,PROD-0193,1,197.48,197.48
ITEM-8A3E708073,ORD-450AF6FA0A,PROD-0203,1,375.77,375.77
ITEM-33A054F063,ORD-450AF6FA0A,PROD-0178,1,384.08,384.08
ITEM-2348015815,ORD-450AF6FA0A,PROD-0078,1,53.46,53.46
ITEM-278A9EB556,ORD-89EDECC902,PROD-0178,1,384.08,384.08
ITEM-A6BC661ADC,ORD-89EDECC902,PROD-0146,1,336.96,336.96
ITEM-6511FF0515,ORD-89EDECC902,PROD-0031,1,232.13,232.13
ITEM-9073E4E89D,ORD-73DFAE0BDA,PROD-0051,2,439.97,439.97
ITEM-9DD6552D69,ORD-73DFAE0BDA,PROD-0085,1,497.73,497.73
ITEM-618CBE8CAA,ORD-73DFAE0BDA,PROD-0022,1,325.78,325.78
ITEM-DA85699608,ORD-3419236953,PROD-0115,1,792.73,69.76
ITEM-56721DE0A0,ORD-3419236953,PROD-0196,1,208.52,18.35
ITEM-27DB5D8F01,ORD-832093F51D,PROD-0031,1,2637.84,232.13
ITEM-27DB5D8F01,ORD-832093F51D,PROD-0031,1,2637.84,232.13
ITEM-34AFF47FBF,ORD-B24DE95C18,PROD-0083,1,136.28,136.28
ITEM-5F31624C61,ORD-B24DE95C18,PROD-0072,1,328.46,328.46
ITEM-20AADEDED8,ORD-3ED9C32B9D,PROD-0163,1,307.58,307.58
ITEM-6FB484173F,ORD-8159C18EB6,PROD-0102,2,255.41,255.41
ITEM-559DD44AB3,ORD-8159C18EB6,PROD-0052,1,123.53,123.53
ITEM-8FCC4A9CAD,ORD-51F1EE57BB,PROD-0241,1,215.62,215.62
ITEM-8FD1ED0162,ORD-51F1EE57BB,PROD-0073,1,204.3,204.3
ITEM-1AC1DB6575,ORD-EF261871AD,PROD-0048,1,382.44,382.44
ITEM-8523D99B66,ORD-EF261871AD,PROD-0099,2,161.51,161.51
ITEM-6FD11DF8E4,ORD-EF261871AD,PROD-0153,1,309.68,309.68
ITEM-595F7D5822,ORD-290F21A64B,PROD-0213,1,247.88,290.02
ITEM-9C5C470B0B,ORD-290F21A64B,PROD-0116,1,317.87,371.91
ITEM-64A1F3C1DA,ORD-FED767F4BD,PROD-0244,1,700.87,161.2
ITEM-41045A8171,ORD-817E0BD0A6,PROD-0108,1,2042.48,469.77
ITEM-086B2CDDEA,ORD-5E2EDF3172,PROD-0145,1,1499.96,344.99
ITEM-4F6687868B,ORD-5E2EDF3172,PROD-0234,1,1217.91,280.12
ITEM-64BA1C56C7,ORD-329C428DD5,PROD-0204,2,115.99,115.99
ITEM-505F910C59,ORD-6C4C4A80AC,PROD-0215,2,298.09,298.09
ITEM-0EF96F43D0,ORD-C6EC1E9195,PROD-0060,2,326.69,326.69
ITEM-4EABD41064,ORD-7D4C2515A2,PROD-0010,1,81.96,81.96
ITEM-3C0484F4B1,ORD-7D4C2515A2,PROD-0119,2,187.76,187.76
ITEM-89C669401B,ORD-7D4C2515A2,PROD-0040,1,471.5,471.5
ITEM-17E4C1D31B,ORD-7D4C2515A2,PROD-0038,2,195.46,195.46
ITEM-6B922F7A27,ORD-0FAD14FC73,PROD-0159,1,260.15,260.15
ITEM-90DFD3C708,ORD-0FAD14FC73,PROD-0150,2,207.15,207.15
ITEM-D742EBDBDC,ORD-F9EDFE9132,PROD-0063,1,3366.82,296.28
ITEM-21CB49A7AA,ORD-F9EDFE9132,PROD-0101,1,5659.89,498.07
ITEM-184B6F3ED3,ORD-A93E084501,PROD-0176,1,4239.89,373.11
ITEM-0E0AAFFD85,ORD-5FEE79D260,PROD-0174,1,4641.25,408.43
ITEM-85E43943CF,ORD-11C3204724,PROD-0216,1,630.0,55.44
ITEM-461B4FA7DE,ORD-FAA7FAEAD3,PROD-0230,1,335.75,335.75
ITEM-8187917475,ORD-FAA7FAEAD3,PROD-0022,2,325.78,325.78
ITEM-26CC638994,ORD-FAA7FAEAD3,PROD-0149,1,450.52,450.52
ITEM-ADA64F2BC4,ORD-FAA7FAEAD3,PROD-0181,3,447.05,447.05
ITEM-4455067355,ORD-903BD70AC4,PROD-0147,2,474.69,474.69
ITEM-9EC6C37D15,ORD-903BD70AC4,PROD-0246,1,244.68,244.68
ITEM-DD8916C135,ORD-903BD70AC4,PROD-0087,2,484.51,484.51
ITEM-350AFEB806,ORD-903BD70AC4,PROD-0014,1,486.69,486.69
ITEM-DEF0EC5E3C,ORD-5FD7386321,PROD-0244,1,161.2,161.2
ITEM-5E540C5263,ORD-4F34F421B8,PROD-0046,1,435.91,435.91
ITEM-CD2952D4A5,ORD-079608FAC6,PROD-0062,1,172.35,172.35
ITEM-8EBCEC4424,ORD-E41425CC21,PROD-0219,2,268.71,268.71
ITEM-8ED71A610D,ORD-057D228989,PROD-0111,1,174.73,174.73
ITEM-8DF6EED38F,ORD-106E332B30,PROD-0071,1,236.18,236.18
ITEM-3FEDCD6149,ORD-106E332B30,PROD-0207,2,123.08,123.08
ITEM-B5682277CC,ORD-652879060C,PROD-0220,3,255.45,255.45
ITEM-302D0516CB,ORD-261920566D,PROD-0025,1,345.64,345.64
ITEM-28B477D3E7,ORD-261920566D,PROD-0074,1,59.09,59.09
ITEM-2463089C44,ORD-261920566D,PROD-0099,2,161.51,161.51
ITEM-396F1B2CEA,ORD-7702B94A78,PROD-0247,1,264.7,264.7
ITEM-B6AC1BE55F,ORD-7702B94A78,PROD-0013,2,26.51,26.51
ITEM-D781FE33F6,ORD-F0750F6F35,PROD-0119,2,160.48,187.76
ITEM-DC3C7B2D7A,ORD-F0750F6F35,PROD-0136,1,122.37,143.17
ITEM-C7E0634E00,ORD-EE2636197A,PROD-0245,1,346.63,346.63
ITEM-7C9B34963F,ORD-8D6FE5EAA5,PROD-0066,1,142.85,142.85
ITEM-BED1A9809C,ORD-8D6FE5EAA5,PROD-0122,1,108.99,108.99
ITEM-F654A4A437,ORD-4C518602EC,PROD-0131,1,436.72,436.72
ITEM-439DCCC995,ORD-35E13ADE2B,PROD-0076,2,234.0,234.0
ITEM-252F81C493,ORD-35E13ADE2B,PROD-0038,1,195.46,195.46
ITEM-6584998B49,ORD-3179EC0874,PROD-0187,1,440.93,440.93
ITEM-645C1AEF22,ORD-BCEA00B44B,PROD-0007,1,212.66,212.66
ITEM-B6BE701A0E,ORD-2802A39836,PROD-0069,1,404.71,404.71
ITEM-2D616A4EDC,ORD-2802A39836,PROD-0219,2,268.71,268.71
ITEM-8FE5BE0FA7,ORD-7AEC896557,PROD-0134,2,115.35,115.35
ITEM-DF08A67B51,ORD-48F0381192,PROD-0015,1,150.12,150.12
ITEM-F0B0C1480A,ORD-48F0381192,PROD-0084,2,146.2,146.2
ITEM-48291D84EB,ORD-48F0381192,PROD-0095,1,212.52,212.52
ITEM-6250934A41,ORD-C155920552,PROD-0182,3,119.47,119.47
ITEM-A30D1FC6E7,ORD-3E7FA0189E,PROD-0113,1,30.15,30.15
ITEM-1B232D1945,ORD-942086B812,PROD-0093,2,64.34,64.34
ITEM-D5BA110FDB,ORD-1EA02146CA,PROD-0238,1,13.54,13.54
ITEM-995C2BC051,ORD-1EA02146CA,PROD-0094,1,291.56,291.56
ITEM-442EC3E2C3,ORD-FC43FB9F2A,PROD-0118,2,386.7,452.44
ITEM-78DA638713,ORD-28B22FACF1,PROD-0178,1,328.27,384.08
ITEM-15889DE236,ORD-28B22FACF1,PROD-0087,2,414.11,484.51
ITEM-EFCA07A8C5,ORD-6D1C04A0F3,PROD-0185,2,1814.26,417.28
ITEM-FDF81200C4,ORD-862CCB8759,PROD-0224,2,1601.0,368.23
ITEM-5775F511E5,ORD-FCD71A022B,PROD-0245,1,346.63,346.63
ITEM-57679C8664,ORD-1E5E87003B,PROD-0056,1,473.69,473.69
ITEM-0738127768,ORD-67156024BA,PROD-0145,1,344.99,344.99
ITEM-C34E77E16B,ORD-30FDE75E43,PROD-0146,1,336.96,336.96
ITEM-9F74D41A54,ORD-30FDE75E43,PROD-0170,2,280.92,280.92
ITEM-A763CF2105,ORD-30FDE75E43,PROD-0214,1,201.34,201.34
ITEM-F9D4A6CFDC,ORD-10935765C1,PROD-0012,1,424.51,424.51
ITEM-2F632BD5DD,ORD-10935765C1,PROD-0157,1,110.78,110.78
ITEM-F9D4A6CFDC,ORD-10935765C1,PROD-0012,1,424.51,424.51
ITEM-2F632BD5DD,ORD-10935765C1,PROD-0157,1,110.78,110.78
ITEM-A9D63CADF9,ORD-6AF1059F5B,PROD-0133,2,156.07,156.07
ITEM-6E7C1EA077,ORD-6AF1059F5B,PROD-0196,1,18.35,18.35
ITEM-F4DCEEB251,ORD-6AF1059F5B,PROD-0050,1,165.46,165.46
ITEM-8E0E16F1F9,ORD-356EF1BE87,PROD-0114,1,141.96,141.96
ITEM-04DFE05FD2,ORD-A7553241D5,PROD-0077,1,224.35,224.35
ITEM-B2A8116933,ORD-A7553241D5,PROD-0239,1,347.43,347.43
ITEM-A4B9648B2B,ORD-41CB59C5F6,PROD-0172,1,267.91,267.91
ITEM-A8709AFAB6,ORD-41CB59C5F6,PROD-0163,1,307.58,307.58
ITEM-04410E2279,ORD-81D166B3B8,PROD-0121,3,486.24,486.24
ITEM-181EC0FE10,ORD-81D166B3B8,PROD-0087,1,484.51,484.51
ITEM-7562708F80,ORD-3EC66727DE,PROD-0211,2,1695.7,390.01
ITEM-4452234142,ORD-D20B3CDBAA,PROD-0236,1,279.81,279.81
ITEM-23649716A6,ORD-1DDE4C5F34,PROD-0080,1,425.1,425.1
ITEM-DABA458960,ORD-A737060B0E,PROD-0080,1,425.1,425.1
ITEM-0DB06C423E,ORD-E5DAFD12D6,PROD-0235,1,47.38,47.38
ITEM-D97ECDF657,ORD-5B8704D0A9,PROD-0232,1,180.64,180.64
ITEM-F06C9A81BB,ORD-F783F54BA0,PROD-0100,1,9.61,9.61
ITEM-9CBE47342F,ORD-F783F54BA0,PROD-0144,2,5.84,5.84
ITEM-49A3A46466,ORD-F783F54BA0,PROD-0108,1,469.77,469.77
ITEM-8B87BE3366,ORD-F783F54BA0,PROD-0027,1,411.79,411.79
ITEM-C9048A4955,ORD-8CE4FA94F6,PROD-0163,2,307.58,307.58
ITEM-3A93C8073F,ORD-8CE4FA94F6,PROD-0167,1,446.87,446.87
ITEM-DB61BA935E,ORD-8CE4FA94F6,PROD-0203,2,375.77,375.77
ITEM-5980DA8736,ORD-1A66CC175D,PROD-0056,2,473.69,473.69
ITEM-029EEB7CB0,ORD-1A66CC175D,PROD-0183,1,110.91,110.91
ITEM-672789E524,ORD-0F58D47D03,PROD-0135,1,167.49,167.49
ITEM-4805FB6BB4,ORD-1F37B72F89,PROD-0071,1,236.18,236.18
ITEM-A4D55B24D5,ORD-23504B71C5,PROD-0128,1,392.28,392.28
ITEM-6F70DA0C06,ORD-23504B71C5,PROD-0096,2,161.6,161.6
ITEM-B48A33D1FD,ORD-23504B71C5,PROD-0112,2,135.67,135.67
ITEM-125AB0FE37,ORD-5E8EC45BEC,PROD-0191,1,4556.02,400.93
ITEM-7E70B8057C,ORD-3F55C2AAFD,PROD-0229,2,1428.52,125.71
ITEM-6A15DDB2D9,ORD-19BBC3EF77,PROD-0070,1,3763.64,331.2
ITEM-4C060672D8,ORD-19BBC3EF77,PROD-0240,2,2132.61,187.67
ITEM-3A36239FEC,ORD-1EE7E2353C,PROD-0113,2,30.15,30.15
ITEM-34283AF65D,ORD-1EE7E2353C,PROD-0092,3,38.64,38.64
ITEM-333FAB9786,ORD-1EE7E2353C,PROD-0122,1,108.99,108.99
ITEM-447B87A982,ORD-95C852E5EB,PROD-0046,1,435.91,435.91
ITEM-8824B66FD9,ORD-95C852E5EB,PROD-0071,1,236.18,236.18
ITEM-134CDAC6F0,ORD-9B5A05D7BA,PROD-0047,1,256.29,256.29
ITEM-D8C2A91312,ORD-742E81FB0B,PROD-0018,2,492.68,492.68
ITEM-94334BA655,ORD-742E81FB0B,PROD-0071,1,236.18,236.18
ITEM-67786E425D,ORD-742E81FB0B,PROD-0073,1,204.3,204.3
ITEM-F5AD5B4B7A,ORD-742E81FB0B,PROD-0144,1,5.84,5.84
ITEM-11938C1D55,ORD-503AFFAF65,PROD-0113,2,30.15,30.15
ITEM-FF363D6CA2,ORD-5D7968F5AC,PROD-0172,1,267.91,267.91
ITEM-406E9F91E8,ORD-5D7968F5AC,PROD-0098,2,69.78,69.78
ITEM-B424636E82,ORD-9C4C66E9FC,PROD-0248,1,417.15,417.15
ITEM-60F9165E49,ORD-13749AF87A,PROD-0198,1,72.17,72.17
ITEM-97F9B6E8E1,ORD-13749AF87A,PROD-0030,1,252.12,252.12
ITEM-A37E9BBE88,ORD-13749AF87A,PROD-0089,1,294.17,294.17
ITEM-FE3E6DF556,ORD-09B8732E1A,PROD-0170,1,280.92,280.92
ITEM-78C1A081DE,ORD-09B8732E1A,PROD-0131,2,436.72,436.72
ITEM-5B277EFFA5,ORD-B008AF629F,PROD-0090,1,267.91,267.91
ITEM-9DCB7344B3,ORD-B008AF629F,PROD-0146,1,336.96,336.96
ITEM-DDEB69268F,ORD-77334C5242,PROD-0245,1,346.63,346.63
ITEM-7861FD0B4E,ORD-77334C5242,PROD-0231,1,426.22,426.22
ITEM-278E2EAE3A,ORD-77334C5242,PROD-0096,2,161.6,161.6
ITEM-A6FD88E1DC,ORD-77334C5242,PROD-0086,1,245.9,245.9
ITEM-1CF2F1D6CB,ORD-A60546C981,PROD-0241,2,215.62,215.62
ITEM-1015CAA74A,ORD-CE21130BF4,PROD-0072,1,328.46,328.46
ITEM-8C811BC4CD,ORD-4B61C39C71,PROD-0176,1,373.11,373.11
ITEM-48A055C20B,ORD-E2372FD34F,PROD-0211,1,1695.7,390.01
ITEM-21A942A48D,ORD-CC00E793BF,PROD-0070,1,1440.0,331.2
ITEM-EE56912E0B,ORD-4CE8FFFFCF,PROD-0110,1,607.87,139.81
ITEM-3B56A377FD,ORD-4CE8FFFFCF,PROD-0037,2,1726.43,397.08
ITEM-1CD8F51FED,ORD-DDB34DB0BB,PROD-0158,1,369.3,369.3
ITEM-5A58BEBC4C,ORD-DDB34DB0BB,PROD-0186,1,294.12,294.12
ITEM-E453B2A294,ORD-13694F786F,PROD-0109,2,445.41,445.41
ITEM-3CCCE3D4E1,ORD-13694F786F,PROD-0075,1,227.06,227.06
ITEM-7AF8701EA5,ORD-13694F786F,PROD-0104,2,146.07,146.07
ITEM-F4DA0C885C,ORD-9AA8B59D15,PROD-0176,2,373.11,373.11
ITEM-11F3CE7CBC,ORD-9AA8B59D15,PROD-0072,1,328.46,328.46
ITEM-D294E32DA3,ORD-F61A964391,PROD-0047,3,256.29,256.29
ITEM-EDFC7293A6,ORD-60243B45FA,PROD-0084,1,146.2,146.2
ITEM-99F1DE7F0A,ORD-9A286450F2,PROD-0128,1,392.28,392.28
ITEM-6001460425,ORD-9A286450F2,PROD-0122,1,108.99,108.99
ITEM-4014550508,ORD-9A286450F2,PROD-0096,1,161.6,161.6
ITEM-C58B7D5BFB,ORD-10B96FAD0C,PROD-0042,1,385.46,385.46
ITEM-E0D5B25756,ORD-45614824CC,PROD-0054,1,408.93,408.93
ITEM-96B277F867,ORD-45614824CC,PROD-0036,1,431.25,431.25
ITEM-07E3908CE9,ORD-51DDFC6013,PROD-0045,1,382.17,382.17
ITEM-935042CAA3,ORD-B48E331855,PROD-0234,1,280.12,280.12
ITEM-7BA0118E8B,ORD-F1D64239E5,PROD-0123,1,153.91,180.07
ITEM-235B26CC4A,ORD-E613741C86,PROD-0213,1,247.88,290.02
ITEM-9CF5DA9700,ORD-FC633DC844,PROD-0077,2,191.75,224.35
ITEM-FB8998F179,ORD-FC633DC844,PROD-0189,1,169.26,198.04
ITEM-9D13875067,ORD-5EA9720BDB,PROD-0135,2,143.15,167.49
ITEM-6ACB715DEA,ORD-1733AD25A1,PROD-0060,1,279.22,326.69
ITEM-97267AC359,ORD-B93D0E62DC,PROD-0220,1,255.45,255.45
ITEM-3316B1E896,ORD-7B97DDAC03,PROD-0048,1,382.44,382.44
ITEM-605650AF36,ORD-E838F7E8EF,PROD-0216,1,55.44,55.44
ITEM-A9ECBEA66F,ORD-61850F5189,PROD-0097,1,359.51,359.51
ITEM-8C24E60044,ORD-2121B97732,PROD-0210,1,305.59,305.59
ITEM-D202FC4679,ORD-2121B97732,PROD-0069,1,404.71,404.71
ITEM-E75603A351,ORD-66B120E21F,PROD-0226,1,244.33,244.33
ITEM-6416A53EC5,ORD-66B120E21F,PROD-0240,1,187.67,187.67
ITEM-E6CDBA3FD5,ORD-66B120E21F,PROD-0131,3,436.72,436.72
ITEM-ED753C211A,ORD-7B65E9AC02,PROD-0061,1,228.49,228.49
ITEM-71EA5E743A,ORD-196E401262,PROD-0214,2,201.34,201.34
ITEM-48AEAC3722,ORD-02BA3D8610,PROD-0203,1,375.77,375.77
ITEM-A13236BC5C,ORD-02BA3D8610,PROD-0101,1,498.07,498.07
ITEM-EF3DDB65BD,ORD-205C0F2294,PROD-0062,2,172.35,172.35
ITEM-5171875D3C,ORD-DD9F9A9B10,PROD-0119,2,187.76,187.76
ITEM-91C0F1C59B,ORD-70C0EFAD96,PROD-0110,2,139.81,139.81
ITEM-04B74A690F,ORD-70C0EFAD96,PROD-0156,1,164.51,164.51
ITEM-71C765F45F,ORD-70C0EFAD96,PROD-0209,1,131.84,131.84
ITEM-C2ADE64CFE,ORD-70C0EFAD96,PROD-0066,2,142.85,142.85
ITEM-8480E8886C,ORD-CF9FD9665F,PROD-0241,1,215.62,215.62
ITEM-8BC68A799F,ORD-CF9FD9665F,PROD-0031,2,232.13,232.13
ITEM-AB2373A66C,ORD-EA0AC86335,PROD-0070,1,331.2,331.2
ITEM-77D07A0387,ORD-B1D7662A2E,PROD-0170,1,280.92,280.92
ITEM-FD9685DB1D,ORD-B1D7662A2E,PROD-0176,1,373.11,373.11
ITEM-E012104DC2,ORD-4672398B91,PROD-0012,1,424.51,424.51
ITEM-3542683225,ORD-99E79A4C8B,PROD-0167,1,1942.91,446.87
ITEM-EBA29DCD8E,ORD-13C4D5CB00,PROD-0156,2,715.26,164.51
ITEM-4F4FA1EFCA,ORD-D52DA2A0C4,PROD-0247,2,226.24,264.7
ITEM-37B7AD3554,ORD-D52DA2A0C4,PROD-0236,1,239.15,279.81
ITEM-3A8DFDD138,ORD-535116BCE5,PROD-0087,1,414.11,484.51
ITEM-AC305D3B53,ORD-027DB603D0,PROD-0014,1,486.69,486.69
ITEM-78F2D47041,ORD-AD91559F0D,PROD-0063,1,296.28,296.28
ITEM-31DE02C7E8,ORD-362EEDE074,PROD-0117,2,241.58,282.65
ITEM-ABE810537A,ORD-362EEDE074,PROD-0012,3,362.83,424.51
ITEM-27AA799B66,ORD-362EEDE074,PROD-0017,3,23.66,27.68
ITEM-ACDAD695FB,ORD-362EEDE074,PROD-0121,1,415.59,486.24
ITEM-30B48A5B35,ORD-771669B3DC,PROD-0212,1,50.01,58.51
ITEM-55A74386F7,ORD-771669B3DC,PROD-0145,1,294.86,344.99
ITEM-CF69224F74,ORD-8C2DDDAFDF,PROD-0218,2,420.51,492.0
ITEM-CF69224F74,ORD-8C2DDDAFDF,PROD-0218,2,420.51,492.0
ITEM-8761D09B5E,ORD-F1DCA5C1DC,PROD-0100,1,8.21,9.61
ITEM-F2782D98CA,ORD-F1DCA5C1DC,PROD-0003,1,317.63,371.63
ITEM-A7428F9138,ORD-7FAEAC4FC1,PROD-0005,3,120.17,120.17
ITEM-20932B5A89,ORD-275438B9BE,PROD-0177,3,377.13,377.13
ITEM-17FB91AF43,ORD-275438B9BE,PROD-0097,1,359.51,359.51
ITEM-6619959EB2,ORD-275438B9BE,PROD-0051,3,439.97,439.97
ITEM-72F7174B20,ORD-275438B9BE,PROD-0029,1,438.8,438.8
ITEM-1949C5521D,ORD-472F611539,PROD-0082,1,86.5,86.5
ITEM-C13D4393CD,ORD-FF5BBA0021,PROD-0229,1,125.71,125.71
ITEM-78BEC59087,ORD-FF5BBA0021,PROD-0195,1,460.17,460.17
ITEM-2637C32E10,ORD-016BF1A659,PROD-0142,1,492.2,492.2
ITEM-6922A108A7,ORD-016BF1A659,PROD-0199,1,133.78,133.78
ITEM-41D5189D2E,ORD-AC8C844F10,PROD-0060,1,326.69,326.69
ITEM-39D81E52B6,ORD-2A3FACE03B,PROD-0201,1,142.74,142.74
ITEM-C7E9673F93,ORD-67BCDB6995,PROD-0099,1,161.51,161.51
ITEM-353B3C54FA,ORD-67BCDB6995,PROD-0170,2,280.92,280.92
ITEM-A26E62FBE5,ORD-0EC4146AEC,PROD-0112,1,135.67,135.67
ITEM-67CA6C715A,ORD-0EC4146AEC,PROD-0017,1,27.68,27.68
ITEM-1ACBE2D327,ORD-0EC4146AEC,PROD-0128,3,392.28,392.28
ITEM-9F6027FC83,ORD-91EF3327C3,PROD-0225,1,309.88,309.88
ITEM-7FEF0480A7,ORD-91EF3327C3,PROD-0212,1,58.51,58.51
ITEM-CBF4745307,ORD-87CB3641EC,PROD-0064,2,317.4,317.4
ITEM-035C2652DA,ORD-87CB3641EC,PROD-0214,1,201.34,201.34
ITEM-3EF4C5E727,ORD-26D4AA4A43,PROD-0038,1,195.46,195.46
ITEM-62112114B7,ORD-FD34F9A27A,PROD-0080,1,425.1,425.1
ITEM-16C090D742,ORD-FD34F9A27A,PROD-0110,1,139.81,139.81
ITEM-5EAB63453B,ORD-FD34F9A27A,PROD-0144,2,5.84,5.84
